timestamp,open,high,low,close,volume
2026-01-02T09:30:00,100.0,100.0266,99.8606,100.0237,288787
2026-01-02T09:35:00,100.0237,100.3879,99.8405,100.2474,244393
2026-01-02T09:40:00,100.2474,100.7682,100.2068,100.6072,143035
2026-01-02T09:45:00,100.6072,100.7937,100.4858,100.534,347130
2026-01-02T09:50:00,100.534,100.9096,100.4307,100.7395,273203
2026-01-02T09:55:00,100.7395,100.9071,100.5537,100.6702,342828
2026-01-02T10:00:00,100.6702,100.967,100.6538,100.9464,217426
2026-01-02T10:05:00,100.9464,101.1639,100.9074,101.0412,358912
2026-01-02T10:10:00,101.0412,101.2827,100.9408,101.2804,264863
2026-01-02T10:15:00,101.2804,101.437,101.0961,101.1282,391581
2026-01-02T10:20:00,101.1282,101.1788,100.8694,101.039,315365
2026-01-02T10:25:00,101.039,101.2813,100.7992,100.9103,443589
2026-01-02T10:30:00,100.9103,101.0218,100.7475,100.8646,278385
2026-01-02T10:35:00,100.8646,101.0764,100.6263,101.0147,179844
2026-01-02T10:40:00,101.0147,101.1616,100.9417,100.9822,180217
2026-01-02T10:45:00,100.9822,101.1786,100.6727,100.7106,166404
2026-01-02T10:50:00,100.7106,100.9648,100.5777,100.9017,128661
2026-01-02T10:55:00,100.9017,101.2676,100.6841,101.0838,372149
2026-01-02T11:00:00,101.0838,101.1662,100.88,101.0027,267292
2026-01-02T11:05:00,101.0027,101.2351,100.8485,101.1529,215559
2026-01-02T11:10:00,101.1529,101.294,101.007,101.2631,145221
2026-01-02T11:15:00,101.2631,101.4408,101.0908,101.3619,183957
2026-01-02T11:20:00,101.3619,101.8904,101.2125,101.6996,433954
2026-01-02T11:25:00,101.6996,101.9126,101.6293,101.7124,141506
2026-01-02T11:30:00,101.7124,101.9442,101.5032,101.8848,183517
2026-01-02T11:35:00,101.8848,102.5093,101.7873,102.2595,120002
2026-01-02T11:40:00,102.2595,102.4486,101.8771,102.0904,257200
2026-01-02T11:45:00,102.0904,102.4906,101.858,102.4392,187280
2026-01-02T11:50:00,102.4392,102.7788,102.4333,102.6493,331050
2026-01-02T11:55:00,102.6493,103.0223,102.6176,102.9678,310745
2026-01-02T12:00:00,102.9678,103.1671,102.8451,102.9356,131723
2026-01-02T12:05:00,102.9356,102.9803,102.608,102.6578,330367
2026-01-02T12:10:00,102.6578,102.7956,102.5979,102.7602,389212
2026-01-02T12:15:00,102.7602,103.14,102.5661,102.9247,151186
2026-01-02T12:20:00,102.9247,102.9869,102.7579,102.7678,384949
2026-01-02T12:25:00,102.7678,102.9124,102.5896,102.6315,258757
2026-01-02T12:30:00,102.6315,103.1946,102.5999,102.9759,328245
2026-01-02T12:35:00,102.9759,103.0275,102.6954,102.761,415169
2026-01-02T12:40:00,102.761,102.799,102.2994,102.5364,318295
2026-01-02T12:45:00,102.5364,102.6503,102.4909,102.5508,181069
2026-01-02T12:50:00,102.5508,102.7888,102.0768,102.2958,413583
2026-01-02T12:55:00,102.2958,102.6329,102.2294,102.5922,443297
2026-01-02T13:00:00,102.5922,102.7487,102.3451,102.5248,153439
2026-01-02T13:05:00,102.5248,102.6766,102.1341,102.3438,237224
2026-01-02T13:10:00,102.3438,102.5467,102.04,102.1731,372813
2026-01-02T13:15:00,102.1731,102.1991,101.8224,101.9913,181249
2026-01-02T13:20:00,101.9913,102.1585,101.8444,102.0584,317988
2026-01-02T13:25:00,102.0584,102.1338,101.7124,101.9021,379791
2026-01-02T13:30:00,101.9021,102.3546,101.8389,102.2293,186841
2026-01-02T13:35:00,102.2293,102.2557,101.8552,101.9111,253275
2026-01-02T13:40:00,101.9111,102.0603,101.6975,101.7313,298440
2026-01-02T13:45:00,101.7313,101.7415,101.3323,101.4665,452302
2026-01-02T13:50:00,101.4665,101.4949,101.132,101.2699,386170
2026-01-02T13:55:00,101.2699,101.7647,101.1847,101.6049,391480
2026-01-02T14:00:00,101.6049,101.6823,101.2697,101.3059,121254
2026-01-02T14:05:00,101.3059,101.7808,101.0781,101.5989,410017
2026-01-02T14:10:00,101.5989,101.7343,101.3928,101.5076,249505
2026-01-02T14:15:00,101.5076,101.9064,101.4552,101.7913,129478
2026-01-02T14:20:00,101.7913,102.1854,101.7782,102.0269,292016
2026-01-02T14:25:00,102.0269,102.1581,101.883,102.148,196431
2026-01-02T14:30:00,102.148,102.4385,101.9927,102.4194,181335
2026-01-02T14:35:00,102.4194,102.6598,102.3387,102.4632,349743
2026-01-02T14:40:00,102.4632,102.5406,101.912,102.1101,265559
2026-01-02T14:45:00,102.1101,102.4584,102.0628,102.315,378056
2026-01-02T14:50:00,102.315,102.6621,102.1172,102.5068,380591
2026-01-02T14:55:00,102.5068,102.6951,102.1424,102.1889,198105
2026-01-02T15:00:00,102.1889,102.2828,101.9026,102.0109,338745
2026-01-02T15:05:00,102.0109,102.287,101.9739,102.0435,120998
2026-01-02T15:10:00,102.0435,102.3221,102.0017,102.0866,410818
2026-01-02T15:15:00,102.0866,102.2756,101.9061,102.2219,208771
2026-01-02T15:20:00,102.2219,102.2993,101.89,102.1094,159497
